setTime,star,content,ckip_result,seg_result
6 個月前,5,"隔20多年每根石雕鐫刻依然時光荏苒回憶萬千
欣賞各匠師畢生精雕細琢的作品久久不願離開
極愛李梅樹大師的作品",['20多(Neu) 石雕(Na) 鐫刻(Na) 時光(Na) 荏苒(VH) 回憶(VK) 萬千(VH) 欣賞(VJ) 匠師畢生(Na) 精雕細琢(VH) 作品(Na) 離開(VC) 大師(Na) 作品(Na)'],20多 石雕 鐫刻 時光 荏苒 回憶 萬千 欣賞 匠師畢生 精雕細琢 作品 離開 大師 作品
6 個月前,5,地標,['地標(Na)'],地標
6 個月前,5,身為基督徒還是會為這精雕細琢的建築工藝為之深深感動來三峽一定不能錯過,['身為(VG) 基督徒(Na) 精雕細琢(VH) 建築(Na) 工藝(Na) 深深(VH) 感動(VHC) 三峽(Nc) 錯過(VJ)'],身為 基督徒 精雕細琢 建築 工藝 深深 感動 三峽 錯過
6 個月前,5,,,
6 個月前,4,一個宗教活動的地方,['宗教(Na) 活動(Na) 地方(Na)'],宗教 活動 地方
6 個月前,5,,,
7 個月前,4,木雕石雕保存得當周邊環境紊亂,['木雕(Na) 石雕(Na) 保存(VC) 周邊(Nc) 環境(Na) 紊亂(VH)'],木雕 石雕 保存 周邊 環境 紊亂
7 個月前,4,"木雕石雕精緻維持相當不錯
周邊環境紊亂官宜保存古蹟",['木雕(Na) 石雕(Na) 精緻(VH) 維持(VJ) 不錯(VH) 周邊(Nc) 環境(Na) 紊亂(VH) 保存(VC) 古蹟(Na)'],木雕 石雕 精緻 維持 不錯 周邊 環境 紊亂 保存 古蹟
7 個月前,5,莊嚴素穆有許多香客前來上香廟方很親切,['莊嚴(VH) 素穆(VH) 許多(Neqa) 香客(Na) 前來(VCL) 上香(VA) 廟方(Na) 親切(VH)'],莊嚴 素穆 許多 香客 前來 上香 廟方 親切
7 個月前,5,,,
7 個月前,5,感受到寧靜肅穆歷史悠久的古蹟,['感受到(VK) 寧靜(VH) 肅穆(VH) 歷史(Na) 悠久(VH) 古蹟(Na)'],感受到 寧靜 肅穆 歷史 悠久 古蹟
7 個月前,5,,,
7 個月前,5,老街旁的廟非常別具意義,['老街(Nc) 別具(VJ) 意義(Na)'],老街 別具 意義
7 個月前,5,"三峽長福巖俗稱三峽祖師廟供奉清水祖師
法號普足是三峽樹林及鶯歌一帶的信仰中心",['三峽(Nc) 長福巖(Nc) 俗稱(VG) 三峽(Nc) 祖師廟(Nc) 供奉(VC) 清水(Nc) 祖師(Na) 法號(Na) 三峽(Nc) 樹林(Na) 鶯歌(Nc) 一帶(Ncd) 信仰(Na) 中心(Nc)'],三峽 長福巖 俗稱 三峽 祖師廟 供奉 清水 祖師 法號 三峽 樹林 鶯歌 一帶 信仰 中心
7 個月前,5,三百多年歷史的古蹟廟宇不是很大但是進去之後會讓人有種心靈静化的感覺由於不是假日所以參拜的人不多但每個人看起來很虔誠,['三百多(Neu) 歷史(Na) 古蹟(Na) 廟宇(Na) 進去(VA) 之後(Ng) 心靈(Na) 静化(VHC) 感覺(Na) 假日(Nd) 參拜(VC) 虔誠(VH)'],三百多 歷史 古蹟 廟宇 進去 之後 心靈 静化 感覺 假日 參拜 虔誠
7 個月前,5,,,
7 個月前,5,前來參拜廁所乾淨有飲水機,['前來(VCL) 參拜(VC) 廁所(Nc) 乾淨(VH) 飲水機(Na)'],前來 參拜 廁所 乾淨 飲水機
8 個月前,4,"美術殿堂
心誠則靈
心善則澄
一切唯心造",['美術(Na) 殿堂(Nc) 善則(VH) 澄\n(VH) 一切(Neqa)'],"美術 殿堂 善則 澄
 一切"
8 個月前,5,莊嚴,['莊嚴(VH)'],莊嚴
8 個月前,5,三峽人的宗教信仰中心廟宇也是集宗教藝術之最中外馳名平日來參拜肅穆莊嚴有一團外國訪客還有精通外語人員講解導覽傳統雕刻藝術之美俯拾可見,['三峽人(Nc) 宗教(Na) 信仰(Na) 中心(Nc) 廟宇(Na) 宗教(Na) 藝術(Na) 中外(Nc) 馳名(VH) 平日(Nd) 參拜(VC) 肅穆(VH) 莊嚴(VH) 外國(Nc) 訪客(Na) 精通(VJ) 外語(Na) 人員(Na) 講解(VE) 導覽(VC) 傳統(VH) 雕刻(Na) 藝術(Na)'],三峽人 宗教 信仰 中心 廟宇 宗教 藝術 中外 馳名 平日 參拜 肅穆 莊嚴 外國 訪客 精通 外語 人員 講解 導覽 傳統 雕刻 藝術
8 個月前,5,鍬棒,[''],
8 個月前,4,石雕木雕銅雕三種都很精緻尤其是木雕有的有上金箔有的只上金漆老的木雕更是有一股歷盡滄殤的感覺值得細細觀賞,['石雕(Na) 木雕(Na) 銅雕(Na) 精緻(VH) 木雕(Na) 有的(Neqa) 金箔(Na) 有的(Neqa) 金漆(Na) 木雕(Na) 歷盡(VJ) 滄殤(Na) 感覺(Na) 值得(VH) 細細(VH) 觀賞(VC)'],石雕 木雕 銅雕 精緻 木雕 有的 金箔 有的 金漆 木雕 歷盡 滄殤 感覺 值得 細細 觀賞
8 個月前,5,"因為下雨意外來到三峽清水祖師廟欣賞藻井石雕和木雕真是天公美意

Pics at IG  hoting_photo ",['下雨(VA) 意外(VK) 來到(VCL) 三峽(Nc) 清水(Nc) 祖師廟(Na) 欣賞(VJ) 藻井(Nc) 石雕(Na) 木雕(Na) 天公美意(Na)'],下雨 意外 來到 三峽 清水 祖師廟 欣賞 藻井 石雕 木雕 天公美意
8 個月前,5,,,
8 個月前,4,在地最著名的廟宇已經有很悠久的歷史附近三峽老街,['著名(VH) 廟宇(Na) 悠久(VH) 歷史(Na) 附近(Nc) 三峽(Nc) 老街(Nc)'],著名 廟宇 悠久 歷史 附近 三峽 老街
8 個月前,5,"百年古蹟廟宇建築也是地方上的地標
清水祖師 神威顯赫法力無邊
有空可以過來走走參香感應神蹟",['古蹟(Na) 廟宇(Na) 建築(Na) 地方(Na) 地標(Na) 清水(Na) 祖師(Na) 神威(Na) 顯赫(VH) 法力(Na) 無邊(VH) 有空(VH) 過來(VA) 走走(VA) 參香(VC) 感應(VC) 神蹟(Na)'],古蹟 廟宇 建築 地方 地標 清水 祖師 神威 顯赫 法力 無邊 有空 過來 走走 參香 感應 神蹟
8 個月前,5,,,
8 個月前,5,,,
8 個月前,5,台灣的廟宇之美,['台灣(Nc) 廟宇(Na)'],台灣 廟宇
8 個月前,5,"每次來到祖師廟
都能感受到充滿歷史的古蹟建築帶來文化傳承的感動",['來到(VCL) 祖師(Na) 廟\n(Na) 感受到(VK) 充滿(VJ) 歷史(Na) 古蹟(Na) 建築(Na) 帶來(VC) 文化(Na) 傳承(VC) 感動(VHC)'],"來到 祖師 廟
 感受到 充滿 歷史 古蹟 建築 帶來 文化 傳承 感動"
8 個月前,5,,,
9 個月前,5,莊嚴,['莊嚴(VH)'],莊嚴
9 個月前,5,"清水祖師很靈感很慈悲
莊嚴 ",['清水(Nc) 祖師(Na) 靈感(Na) 慈悲(VH) 莊嚴(VH)'],清水 祖師 靈感 慈悲 莊嚴
9 個月前,4,三峽當地的信仰中心,['三峽(Nc) 當地(Nc) 信仰(Na) 中心(Nc)'],三峽 當地 信仰 中心
9 個月前,5,,,
9 個月前,5,老街老廟老風采祖師爺廟上面有寶塔ㄟ,['風采(Na) 祖師爺(Na) 上面(Ncd) 寶塔(Na)'],風采 祖師爺 上面 寶塔
9 個月前,5,,,
9 個月前,5,建議聽導覽或先看YouTube的相關介紹影片有簡單的認識再來相關的典故與故事太精彩了若只是走馬看花來此太可惜了,['建議(VE) 導覽(VC) 相關(VH) 介紹(VE) 影片(Na) 簡單(VH) 認識(VJ) 相關(VH) 典故(Na) 故事(Na) 精彩(VH) 走馬看花(VA) 可惜(VH)'],建議 導覽 相關 介紹 影片 簡單 認識 相關 典故 故事 精彩 走馬看花 可惜
9 個月前,5,,,
9 個月前,5, ,[''],
10 個月前,5,,,
10 個月前,3,,,
10 個月前,4,,,
10 個月前,5,今天飄雨沒什麼人很好裡面走路不會一直要讓看看不錯,['今天(Nd) 飄雨(VA) 裡面(Ncd) 走路(VA) 看看(VC) 不錯(VH)'],今天 飄雨 裡面 走路 看看 不錯
10 個月前,5,祖師爺慈悲,['祖師爺(Na) 慈悲(VH)'],祖師爺 慈悲
10 個月前,5,莊嚴神聖雕刻藝術精緻三級古蹟,['莊嚴(VH) 神聖(VH) 雕刻(Na) 藝術(Na) 精緻(VH) 古蹟(Na)'],莊嚴 神聖 雕刻 藝術 精緻 古蹟
11 個月前,5,,,
11 個月前,5,,,
11 個月前,5,,,
11 個月前,5,,,
11 個月前,5,,,
11 個月前,4,,,
11 個月前,5,,,
1 年前,5,,,
1 年前,5,清水祖師爺很靈驗幫助我的家人化解了很多問題也幫我解決很多難題只要誠心誠意的祈求祖師爺一定不會吝嗇去幫忙的或許大家是因為廟很漂亮而過去但祖師爺是很厲害的神參觀廟也別忘了祭拜喔,['清水(Nc) 靈驗(VH) 幫助(VC) 家人(Na) 化解(VC) 很多(Neqa) 問題(Na) 解決(VC) 很多(Neqa) 難題(Na) 誠心誠意(VH) 祈求(VE) 吝嗇(VH) 幫忙(VC) 漂亮(VH) 過去(Nd) 厲害(VH) 參觀(VC) 祭拜(VC)'],清水 靈驗 幫助 家人 化解 很多 問題 解決 很多 難題 誠心誠意 祈求 吝嗇 幫忙 漂亮 過去 厲害 參觀 祭拜
1 年前,5,,,
1 年前,4,,,
1 年前,5, ,[''],
1 年前,5,優美的事物,['優美(VH) 事物(Na)'],優美 事物
1 年前,5,,,
1 年前,5,香火鼎盛 古蹟專人導覽,['香火(Na) 鼎盛(VH) 古蹟(Na) 專人(Na) 導覽(VC)'],香火 鼎盛 古蹟 專人 導覽
1 年前,3,,,
1 年前,5,,,
1 年前,4,藝術之殿堂,['藝術(Na) 殿堂(Nc)'],藝術 殿堂
1 年前,5,"長福巖真的是古色古香而且每一處雕刻都是國寶啊
而且祖師公真的非常靈驗救了我好幾次",['長福巖(Nc) 古色古香(VH) 雕刻(Na) 國寶(Na) 祖師公(Na) 靈驗(VH) 好幾(Neu)'],長福巖 古色古香 雕刻 國寶 祖師公 靈驗 好幾
1 年前,5,三峽長福巖古稱三角湧長福巖人稱三峽祖師廟素有東方藝術殿堂之稱為中華民國新北市三峽區的信仰中心位於三峽老街旁三峽河水岸邊,['三峽(Nc) 長福巖(Nc) 古稱(VG) 三角湧(Nc) 長福巖(Nc) 三峽(Nc) 祖師廟(Nc) 素有(VJ) 東方(Ncd) 藝術(Na) 殿堂(Nc) 中華民國(Nc) 新北市(Nc) 三峽區(Nc) 信仰(Na) 中心(Nc) 位於(VCL) 三峽(Nc) 老街(Nc) 三峽河(Nc) 水岸(Na)'],三峽 長福巖 古稱 三角湧 長福巖 三峽 祖師廟 素有 東方 藝術 殿堂 中華民國 新北市 三峽區 信仰 中心 位於 三峽 老街 三峽河 水岸
1 年前,5,"心靈寄託的好地方
謝謝祖師爺保佑阿嬤平安
有空一定會常常來拜拜 ",['心靈(Na) 寄託(VC) 地方(Na) 謝謝(VJ) 祖師爺(Na) 保佑(VJ) 阿嬤(Na) 平安(VH) 有空(VH) 拜拜(VA)'],心靈 寄託 地方 謝謝 祖師爺 保佑 阿嬤 平安 有空 拜拜
1 年前,5,有到三峽都會到訪祖師爺我覺得祖師爺幫助我在工作方面很有影響力不管是心靈上還是真實發生,['三峽(Nc) 到訪(VCL) 祖師爺(Na) 覺得(VK) 祖師爺(Na) 幫助(VC) 工作(VA) 方面(Na) 影響力(Na) 心靈(Na) 真實(VH) 發生(VJ)'],三峽 到訪 祖師爺 覺得 祖師爺 幫助 工作 方面 影響力 心靈 真實 發生
1 年前,5,三峽祖師廟是一座非常莊嚴的廟宇其整座廟宇的建築都是非常的精雕細琢時常看到很多的老外帶團的觀光客及教學活動的學員在這裡研究觀察可見這座廟宇的建築之美是另人嘆為觀止廟主祀祖師爺左右二側有太陽星君及太陰娘娘廟後方可上二樓二樓二側有文昌帝君及太歲星君在一樓的左側有環保爐可燒金紙旁邊也有洗手間整體而言廟宇的每根龍柱屋頂內外都雕刻的非常細緻值得在敬神参拜之餘也能靜心的欣賞這座廟宇也非常不錯哦另外祖師廟的旁邊就是三峽老街也是不錯的地方哦,['三峽(Nc) 祖師廟(Nc) 莊嚴(VH) 廟宇(Na) 廟宇(Na) 建築(Na) 精雕細琢(VH) 看到(VE) 很多(Neqa) 帶團(VC) 觀光客(Na) 教學(VA) 活動(Na) 學員(Na) 這裡(Ncd) 研究(VE) 觀察(VE) 廟宇(Na) 建築(Na) 嘆為(VE) 觀止廟(Nc) 主祀(VC) 祖師爺(Na) 左右(Ncd) 太陽(Na) 星君(Na) 太陰(Na) 娘娘廟(Na) 後方(Ncd) 二樓(Nc) 二樓(Nc) 文昌(Nc) 帝君(Na) 一樓(Nc) 左側(Ncd) 環保爐(Na) 金紙(Na) 旁邊(Ncd) 洗手間(Nc) 整體(Na) 而言(Ng) 廟宇(Na) 龍柱(Na) 屋頂(Nc) 內外(Ncd) 雕刻(VC) 細緻(VH) 值得(VH) 敬神(VA) 参拜(VC) 之餘(Ng) 靜心(VH) 欣賞(VJ) 廟宇(Na) 不錯(VH) 祖師廟(Nc) 旁邊(Ncd) 三峽(Nc) 老街(Nc) 不錯(VH) 地方(Na)'],三峽 祖師廟 莊嚴 廟宇 廟宇 建築 精雕細琢 看到 很多 帶團 觀光客 教學 活動 學員 這裡 研究 觀察 廟宇 建築 嘆為 觀止廟 主祀 祖師爺 左右 太陽 星君 太陰 娘娘廟 後方 二樓 二樓 文昌 帝君 一樓 左側 環保爐 金紙 旁邊 洗手間 整體 而言 廟宇 龍柱 屋頂 內外 雕刻 細緻 值得 敬神 参拜 之餘 靜心 欣賞 廟宇 不錯 祖師廟 旁邊 三峽 老街 不錯 地方
1 年前,5,古色古香平日傍晚來沒什麼人在廟裡總感覺更顯幽靜肅穆可以好好心傷雕塑作品沈澱一下自己,['古色古香(VH) 平日(Nd) 傍晚(Nd) 感覺(VK) 幽靜(VH) 肅穆(VH) 心傷(Na) 雕塑(Na) 作品(Na) 沈澱(VH) 一下(Nd)'],古色古香 平日 傍晚 感覺 幽靜 肅穆 心傷 雕塑 作品 沈澱 一下
